Combination,RCE,Unavailability,Best Redundancy,Best Combination,Before Redundancy RCE
"[[1], [2], [3, 4, 5, 6, 7, 8, 9, 10]]",0.026719853332549937,2.5377577997365286e-05,"(3, 4, 4)","[[1], [2, 3, 4, 5, 6], [7, 8, 9, 10]]",0.021178907146612858
"[[1], [2, 3], [4, 5, 6, 7, 8, 9, 10]]",0.023565512749656268,2.5377577997365286e-05,"(4, 3, 4)","[[1, 2, 3, 4, 5], [6], [7, 8, 9, 10]]",0.021178907146612858
"[[1], [2, 3, 4], [5, 6, 7, 8, 9, 10]]",0.02193108214182635,2.5377577997476308e-05,"(3, 4, 4)","[[1], [2, 3, 4, 5], [6, 7, 8, 9, 10]]",0.02117890714661282
"[[1], [2, 3, 4, 5], [6, 7, 8, 9, 10]]",0.02117890714661282,2.5377577997476308e-05,"(4, 3, 4)","[[1, 2, 3, 4], [5], [6, 7, 8, 9, 10]]",0.02117890714661282
"[[1], [2, 3, 4, 5, 6], [7, 8, 9, 10]]",0.021178907146612858,2.5377577997365286e-05,"(4, 4, 3)","[[1, 2, 3, 4], [5, 6, 7, 8, 9], [10]]",0.0211789071466128
"[[1], [2, 3, 4, 5, 6, 7], [8, 9, 10]]",0.021931082141826357,2.5377577997365286e-05,"(4, 4, 3)","[[1, 2, 3, 4, 5], [6, 7, 8, 9], [10]]",0.0211789071466128
"[[1], [2, 3, 4, 5, 6, 7, 8], [9, 10]]",0.02356551274965625,4.827761641257311e-05,"(3, 4, 4)","[[1, 2], [3, 4, 5, 6, 7, 8], [9, 10]]",0.020966785563360426
"[[1], [2, 3, 4, 5, 6, 7, 8, 9], [10]]",0.02671985333254984,4.827761641257311e-05,"(4, 3, 4)","[[1, 2, 3, 4, 5, 6], [7, 8], [9, 10]]",0.020966785563360426
"[[1, 2], [3], [4, 5, 6, 7, 8, 9, 10]]",0.023565512749656268,4.827761641257311e-05,"(3, 4, 4)","[[1, 2], [3, 4], [5, 6, 7, 8, 9, 10]]",0.02096678556336042
"[[1, 2], [3, 4], [5, 6, 7, 8, 9, 10]]",0.02096678556336042,5.553650572132085e-05,"(3, 4, 3, 4)","[[1], [2], [3, 4], [5, 6, 7, 8, 9, 10]]",0.020180199838932152
"[[1, 2], [3, 4, 5], [6, 7, 8, 9, 10]]",0.019791077450628813,5.553650572132085e-05,"(3, 4, 3, 4)","[[1], [2, 3, 4, 5, 6, 7], [8, 9], [10]]",0.020180199838932142
"[[1, 2], [3, 4, 5, 6], [7, 8, 9, 10]]",0.019429603765462156,5.553650572132085e-05,"(4, 3, 3, 4)","[[1, 2, 3, 4, 5, 6], [7], [8, 9], [10]]",0.020180199838932142
"[[1, 2], [3, 4, 5, 6, 7], [8, 9, 10]]",0.019791077450628834,5.553650572132085e-05,"(3, 4, 4, 3)","[[1], [2], [3, 4, 5, 6, 7, 8], [9, 10]]",0.02018019983893214
"[[1, 2], [3, 4, 5, 6, 7, 8], [9, 10]]",0.020966785563360426,5.553650572132085e-05,"(3, 3, 4, 4)","[[1], [2, 3], [4], [5, 6, 7, 8, 9, 10]]",0.020180199838932135
"[[1, 2], [3, 4, 5, 6, 7, 8, 9], [10]]",0.02356551274965619,5.553650572132085e-05,"(3, 3, 4, 4)","[[1], [2, 3], [4, 5, 6, 7, 8, 9], [10]]",0.020180199838932135
"[[1, 2, 3], [4], [5, 6, 7, 8, 9, 10]]",0.02193108214182635,5.553650572132085e-05,"(3, 3, 4, 4)","[[1, 2], [3], [4], [5, 6, 7, 8, 9, 10]]",0.020180199838932135
"[[1, 2, 3], [4, 5], [6, 7, 8, 9, 10]]",0.019791077450628813,5.553650572132085e-05,"(3, 3, 4, 4)","[[1, 2], [3], [4, 5, 6, 7, 8, 9], [10]]",0.020180199838932135
"[[1, 2, 3], [4, 5, 6], [7, 8, 9, 10]]",0.0190060706479441,5.553650572143187e-05,"(3, 4, 3, 4)","[[1, 2], [3, 4, 5, 6, 7, 8], [9], [10]]",0.020180199838932125
"[[1, 2, 3], [4, 5, 6, 7], [8, 9, 10]]",0.019006070647944084,5.553650572143187e-05,"(4, 3, 3, 4)","[[1, 2, 3, 4, 5, 6], [7, 8], [9], [10]]",0.020180199838932125
"[[1, 2, 3], [4, 5, 6, 7, 8], [9, 10]]",0.01979107745062883,5.553650572132085e-05,"(3, 4, 4, 3)","[[1], [2, 3, 4, 5, 6, 7], [8], [9, 10]]",0.020180199838932055
"[[1, 2, 3], [4, 5, 6, 7, 8, 9], [10]]",0.021931082141826333,5.553650572132085e-05,"(4, 3, 4, 3)","[[1, 2, 3, 4, 5, 6], [7], [8], [9, 10]]",0.020180199838932055
"[[1, 2, 3, 4], [5], [6, 7, 8, 9, 10]]",0.02117890714661282,9.91073588587632e-05,"(3, 4, 3)","[[1, 2], [3, 4, 5, 6, 7], [8, 9, 10]]",0.019791077450628834
"[[1, 2, 3, 4], [5, 6], [7, 8, 9, 10]]",0.019429603765462156,9.91073588587632e-05,"(4, 3, 3)","[[1, 2, 3, 4, 5], [6, 7], [8, 9, 10]]",0.019791077450628834
"[[1, 2, 3, 4], [5, 6, 7], [8, 9, 10]]",0.019006070647944084,9.910735885887423e-05,"(3, 4, 3)","[[1, 2, 3], [4, 5, 6, 7, 8], [9, 10]]",0.01979107745062883
"[[1, 2, 3, 4], [5, 6, 7, 8], [9, 10]]",0.019429603765462114,9.910735885887423e-05,"(4, 3, 3)","[[1, 2, 3, 4, 5], [6, 7, 8], [9, 10]]",0.01979107745062883
"[[1, 2, 3, 4], [5, 6, 7, 8, 9], [10]]",0.0211789071466128,9.910735885887423e-05,"(3, 3, 4)","[[1, 2], [3, 4, 5], [6, 7, 8, 9, 10]]",0.019791077450628813
"[[1, 2, 3, 4, 5], [6], [7, 8, 9, 10]]",0.021178907146612858,9.910735885887423e-05,"(3, 3, 4)","[[1, 2, 3], [4, 5], [6, 7, 8, 9, 10]]",0.019791077450628813
"[[1, 2, 3, 4, 5], [6, 7], [8, 9, 10]]",0.019791077450628834,5.2820656490149e-05,"(3, 3, 3, 3, 4)","[[1], [2], [3], [4], [5, 6, 7, 8, 9, 10]]",0.019635708626478805
"[[1, 2, 3, 4, 5], [6, 7, 8], [9, 10]]",0.01979107745062883,5.2820656490149e-05,"(3, 3, 3, 4, 3)","[[1], [2], [3], [4, 5, 6, 7, 8, 9], [10]]",0.019635708626478805
"[[1, 2, 3, 4, 5], [6, 7, 8, 9], [10]]",0.0211789071466128,5.2820656490149e-05,"(3, 3, 4, 3, 3)","[[1], [2], [3, 4, 5, 6, 7, 8], [9], [10]]",0.019635708626478794
"[[1, 2, 3, 4, 5, 6], [7], [8, 9, 10]]",0.021931082141826357,5.2820656490149e-05,"(3, 4, 3, 3, 3)","[[1], [2, 3, 4, 5, 6, 7], [8], [9], [10]]",0.019635708626478725
"[[1, 2, 3, 4, 5, 6], [7, 8], [9, 10]]",0.020966785563360426,5.2820656490149e-05,"(4, 3, 3, 3, 3)","[[1, 2, 3, 4, 5, 6], [7], [8], [9], [10]]",0.019635708626478725
"[[1, 2, 3, 4, 5, 6], [7, 8, 9], [10]]",0.021931082141826333,0.0001496869746865359,"(3, 3, 4)","[[1, 2], [3, 4, 5, 6], [7, 8, 9, 10]]",0.019429603765462156
"[[1, 2, 3, 4, 5, 6, 7], [8], [9, 10]]",0.02356551274965625,0.0001496869746865359,"(3, 3, 4)","[[1, 2, 3, 4], [5, 6], [7, 8, 9, 10]]",0.019429603765462156
"[[1, 2, 3, 4, 5, 6, 7], [8, 9], [10]]",0.02356551274965619,0.0001496869746865359,"(3, 4, 3)","[[1, 2, 3, 4], [5, 6, 7, 8], [9, 10]]",0.019429603765462114
"[[1, 2, 3, 4, 5, 6, 7, 8], [9], [10]]",0.02671985333254984,8.866853653077822e-05,"(3, 3, 3, 4)","[[1], [2], [3, 4, 5], [6, 7, 8, 9, 10]]",0.019307236565228952
"[[1], [2], [3], [4, 5, 6, 7, 8, 9, 10]]",0.022109754774756817,8.866853653077822e-05,"(3, 3, 3, 4)","[[1], [2, 3, 4], [5], [6, 7, 8, 9, 10]]",0.019307236565228952
"[[1], [2], [3, 4], [5, 6, 7, 8, 9, 10]]",0.020180199838932152,8.866853653077822e-05,"(3, 3, 3, 4)","[[1, 2, 3], [4], [5], [6, 7, 8, 9, 10]]",0.019307236565228952
"[[1], [2], [3, 4, 5], [6, 7, 8, 9, 10]]",0.019307236565228952,8.866853653077822e-05,"(3, 3, 4, 3)","[[1], [2, 3, 4], [5, 6, 7, 8, 9], [10]]",0.019307236565228945
"[[1], [2], [3, 4, 5, 6], [7, 8, 9, 10]]",0.019038842353992724,8.866853653077822e-05,"(3, 4, 3, 3)","[[1], [2, 3, 4, 5, 6], [7, 8, 9], [10]]",0.019307236565228945
"[[1], [2], [3, 4, 5, 6, 7], [8, 9, 10]]",0.019307236565228942,8.866853653077822e-05,"(3, 3, 4, 3)","[[1, 2, 3], [4], [5, 6, 7, 8, 9], [10]]",0.019307236565228945
"[[1], [2], [3, 4, 5, 6, 7, 8], [9, 10]]",0.02018019983893214,8.866853653077822e-05,"(4, 3, 3, 3)","[[1, 2, 3, 4, 5], [6], [7, 8, 9], [10]]",0.019307236565228945
"[[1], [2], [3, 4, 5, 6, 7, 8, 9], [10]]",0.022109754774756817,8.866853653077822e-05,"(3, 3, 4, 3)","[[1], [2], [3, 4, 5, 6, 7], [8, 9, 10]]",0.019307236565228942
"[[1], [2, 3], [4], [5, 6, 7, 8, 9, 10]]",0.020180199838932135,8.866853653088924e-05,"(3, 4, 3, 3)","[[1], [2, 3, 4, 5, 6], [7], [8, 9, 10]]",0.019307236565228942
"[[1], [2, 3], [4, 5], [6, 7, 8, 9, 10]]",0.018591246355717912,8.866853653088924e-05,"(4, 3, 3, 3)","[[1, 2, 3, 4, 5], [6], [7], [8, 9, 10]]",0.019307236565228942
"[[1], [2, 3], [4, 5, 6], [7, 8, 9, 10]]",0.018008378804724556,8.866853653077822e-05,"(3, 4, 3, 3)","[[1, 2, 3], [4, 5, 6, 7, 8], [9], [10]]",0.019307236565228914
"[[1], [2, 3], [4, 5, 6, 7], [8, 9, 10]]",0.0180083788047245,8.866853653077822e-05,"(4, 3, 3, 3)","[[1, 2, 3, 4, 5], [6, 7, 8], [9], [10]]",0.019307236565228914
"[[1], [2, 3], [4, 5, 6, 7, 8], [9, 10]]",0.018591246355717912,0.00024346304154421183,"(3, 4, 3, 3)","[[1], [2], [3, 4, 5, 6], [7, 8, 9, 10]]",0.019038842353992724
"[[1], [2, 3], [4, 5, 6, 7, 8, 9], [10]]",0.020180199838932135,0.00024346304154421183,"(3, 3, 3, 4)","[[1], [2, 3, 4, 5], [6, 7, 8, 9], [10]]",0.019038842353992676
"[[1], [2, 3, 4], [5], [6, 7, 8, 9, 10]]",0.019307236565228952,0.00024346304154421183,"(3, 3, 3, 4)","[[1, 2, 3, 4], [5], [6, 7, 8, 9], [10]]",0.019038842353992676
"[[1], [2, 3, 4], [5, 6], [7, 8, 9, 10]]",0.01800837880472456,0.00024346304154421183,"(4, 3, 3, 3)","[[1], [2, 3, 4, 5], [6], [7, 8, 9, 10]]",0.019038842353992655
"[[1], [2, 3, 4], [5, 6, 7], [8, 9, 10]]",0.017693905464967366,0.00024346304154421183,"(3, 4, 3, 3)","[[1, 2, 3, 4], [5], [6], [7, 8, 9, 10]]",0.019038842353992655
"[[1], [2, 3, 4], [5, 6, 7, 8], [9, 10]]",0.01800837880472447,0.00024346304154421183,"(3, 3, 3, 4)","[[1, 2, 3, 4], [5, 6, 7, 8], [9], [10]]",0.019038842353992644
"[[1], [2, 3, 4], [5, 6, 7, 8, 9], [10]]",0.019307236565228945,0.00012812817103091678,"(3, 3, 4)","[[1, 2, 3], [4, 5, 6], [7, 8, 9, 10]]",0.0190060706479441
"[[1], [2, 3, 4, 5], [6], [7, 8, 9, 10]]",0.019038842353992655,0.00012812817103091678,"(3, 4, 3)","[[1, 2, 3], [4, 5, 6, 7], [8, 9, 10]]",0.019006070647944084
"[[1], [2, 3, 4, 5], [6, 7], [8, 9, 10]]",0.01800837880472452,0.00012812817103091678,"(4, 3, 3)","[[1, 2, 3, 4], [5, 6, 7], [8, 9, 10]]",0.019006070647944084
"[[1], [2, 3, 4, 5], [6, 7, 8], [9, 10]]",0.018008378804724508,0.00025295253041768273,"(3, 3, 3, 4)","[[1, 2], [3, 4, 5, 6, 7], [8, 9], [10]]",0.01859124635571801
"[[1], [2, 3, 4, 5], [6, 7, 8, 9], [10]]",0.019038842353992676,0.00025295253041768273,"(3, 3, 3, 4)","[[1, 2, 3, 4, 5], [6, 7], [8, 9], [10]]",0.01859124635571801
"[[1], [2, 3, 4, 5, 6], [7], [8, 9, 10]]",0.019307236565228942,0.00025295253041768273,"(3, 3, 3, 4)","[[1, 2], [3, 4], [5, 6, 7, 8, 9], [10]]",0.018591246355717995
"[[1], [2, 3, 4, 5, 6], [7, 8], [9, 10]]",0.01859124635571791,0.00025295253041779375,"(3, 3, 4, 3)","[[1, 2], [3, 4], [5], [6, 7, 8, 9, 10]]",0.01859124635571796
"[[1], [2, 3, 4, 5, 6], [7, 8, 9], [10]]",0.019307236565228945,0.00025295253041768273,"(4, 3, 3, 3)","[[1], [2, 3], [4, 5], [6, 7, 8, 9, 10]]",0.018591246355717912
"[[1], [2, 3, 4, 5, 6, 7], [8], [9, 10]]",0.020180199838932055,0.00025295253041768273,"(4, 3, 3, 3)","[[1], [2, 3], [4, 5, 6, 7, 8], [9, 10]]",0.018591246355717912
"[[1], [2, 3, 4, 5, 6, 7], [8, 9], [10]]",0.020180199838932142,0.00025295253041768273,"(3, 4, 3, 3)","[[1, 2], [3], [4, 5], [6, 7, 8, 9, 10]]",0.018591246355717912
"[[1], [2, 3, 4, 5, 6, 7, 8], [9], [10]]",0.022109754774756775,0.00025295253041768273,"(3, 4, 3, 3)","[[1, 2], [3], [4, 5, 6, 7, 8], [9, 10]]",0.018591246355717912
"[[1, 2], [3], [4], [5, 6, 7, 8, 9, 10]]",0.020180199838932135,0.00025295253041768273,"(4, 3, 3, 3)","[[1], [2, 3, 4, 5, 6], [7, 8], [9, 10]]",0.01859124635571791
"[[1, 2], [3], [4, 5], [6, 7, 8, 9, 10]]",0.018591246355717912,0.00025295253041768273,"(3, 4, 3, 3)","[[1, 2, 3, 4, 5], [6], [7, 8], [9, 10]]",0.01859124635571791
"[[1, 2], [3], [4, 5, 6], [7, 8, 9, 10]]",0.018008378804724556,0.00025295253041768273,"(3, 3, 4, 3)","[[1, 2], [3, 4, 5, 6, 7], [8], [9, 10]]",0.018591246355717902
"[[1, 2], [3], [4, 5, 6, 7], [8, 9, 10]]",0.0180083788047245,0.00025295253041768273,"(3, 3, 4, 3)","[[1, 2, 3, 4, 5], [6, 7], [8], [9, 10]]",0.018591246355717902
"[[1, 2], [3], [4, 5, 6, 7, 8], [9, 10]]",0.018591246355717912,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2], [3], [4, 5], [6, 7, 8, 9, 10]]",0.01837725746777319
"[[1, 2], [3], [4, 5, 6, 7, 8, 9], [10]]",0.020180199838932135,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2], [3, 4], [5], [6, 7, 8, 9, 10]]",0.01837725746777319
"[[1, 2], [3, 4], [5], [6, 7, 8, 9, 10]]",0.01859124635571796,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2], [3, 4, 5, 6, 7], [8, 9], [10]]",0.01837725746777319
"[[1, 2], [3, 4], [5, 6], [7, 8, 9, 10]]",0.01729238859521356,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2, 3, 4, 5, 6], [7], [8, 9], [10]]",0.01837725746777319
"[[1, 2], [3, 4], [5, 6, 7], [8, 9, 10]]",0.016977915255456416,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1, 2, 3, 4, 5], [6], [7], [8, 9], [10]]",0.01837725746777319
"[[1, 2], [3, 4], [5, 6, 7, 8], [9, 10]]",0.017292388595213527,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2, 3], [4], [5], [6, 7, 8, 9, 10]]",0.018377257467773172
"[[1, 2], [3, 4], [5, 6, 7, 8, 9], [10]]",0.018591246355717995,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1, 2], [3], [4], [5], [6, 7, 8, 9, 10]]",0.018377257467773172
"[[1, 2], [3, 4, 5], [6], [7, 8, 9, 10]]",0.018008378804724546,0.00025023721736838755,"(3, 3, 3, 3, 3)","[[1], [2], [3], [4, 5, 6, 7, 8], [9, 10]]",0.018377257467773165
"[[1, 2], [3, 4, 5], [6, 7], [8, 9, 10]]",0.016977915255456402,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2], [3, 4], [5, 6, 7, 8, 9], [10]]",0.018377257467773155
"[[1, 2], [3, 4, 5], [6, 7, 8], [9, 10]]",0.016977915255456364,0.00025023721736838755,"(3, 3, 3, 3, 3)","[[1], [2], [3, 4, 5, 6, 7], [8], [9, 10]]",0.01837725746777314
"[[1, 2], [3, 4, 5], [6, 7, 8, 9], [10]]",0.01800837880472453,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2, 3], [4], [5, 6, 7, 8, 9], [10]]",0.01837725746777314
"[[1, 2], [3, 4, 5, 6], [7], [8, 9, 10]]",0.018008378804724542,0.00025023721736838755,"(3, 3, 3, 3, 3)","[[1], [2, 3, 4, 5, 6], [7], [8], [9, 10]]",0.01837725746777314
"[[1, 2], [3, 4, 5, 6], [7, 8], [9, 10]]",0.01729238859521351,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1, 2], [3], [4], [5, 6, 7, 8, 9], [10]]",0.01837725746777314
"[[1, 2], [3, 4, 5, 6], [7, 8, 9], [10]]",0.018008378804724542,0.00025023721736838755,"(3, 3, 3, 3, 3)","[[1, 2, 3, 4, 5], [6], [7], [8], [9, 10]]",0.01837725746777314
"[[1, 2], [3, 4, 5, 6, 7], [8], [9, 10]]",0.018591246355717902,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2, 3], [4, 5, 6, 7, 8], [9], [10]]",0.018377257467773134
"[[1, 2], [3, 4, 5, 6, 7], [8, 9], [10]]",0.01859124635571801,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1, 2], [3], [4, 5, 6, 7, 8], [9], [10]]",0.018377257467773134
"[[1, 2], [3, 4, 5, 6, 7, 8], [9], [10]]",0.020180199838932125,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1], [2, 3, 4, 5, 6], [7, 8], [9], [10]]",0.018377257467773127
"[[1, 2, 3], [4], [5], [6, 7, 8, 9, 10]]",0.019307236565228952,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1, 2, 3, 4, 5], [6], [7, 8], [9], [10]]",0.018377257467773127
"[[1, 2, 3], [4], [5, 6], [7, 8, 9, 10]]",0.01800837880472456,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1, 2], [3, 4, 5, 6, 7], [8], [9], [10]]",0.018377257467773123
"[[1, 2, 3], [4], [5, 6, 7], [8, 9, 10]]",0.017693905464967366,0.0002502372173684986,"(3, 3, 3, 3, 3)","[[1, 2, 3, 4, 5], [6, 7], [8], [9], [10]]",0.018377257467773123
"[[1, 2, 3], [4], [5, 6, 7, 8], [9, 10]]",0.01800837880472447,0.0010157281332593415,"(3, 3, 3, 2, 2, 3)","[[1], [2], [3], [4], [5], [6, 7, 8, 9, 10]]",0.01817495445299971
"[[1, 2, 3], [4], [5, 6, 7, 8, 9], [10]]",0.019307236565228945,0.0010157281332592305,"(3, 3, 3, 2, 3, 2)","[[1], [2], [3], [4], [5, 6, 7, 8, 9], [10]]",0.018174954452999607
"[[1, 2, 3], [4, 5], [6], [7, 8, 9, 10]]",0.018008378804724546,0.0010157281332592305,"(3, 3, 3, 3, 2, 2)","[[1], [2], [3], [4, 5, 6, 7, 8], [9], [10]]",0.018174954452999607
"[[1, 2, 3], [4, 5], [6, 7], [8, 9, 10]]",0.016977915255456402,0.0010157281332592305,"(2, 2, 3, 3, 3, 3)","[[1], [2], [3, 4, 5, 6, 7], [8], [9], [10]]",0.01817495445299959
"[[1, 2, 3], [4, 5], [6, 7, 8], [9, 10]]",0.016977915255456364,0.0010157281332592305,"(2, 3, 2, 3, 3, 3)","[[1], [2, 3, 4, 5, 6], [7], [8], [9], [10]]",0.01817495445299959
"[[1, 2, 3], [4, 5], [6, 7, 8, 9], [10]]",0.01800837880472453,0.0010157281332592305,"(3, 2, 2, 3, 3, 3)","[[1, 2, 3, 4, 5], [6], [7], [8], [9], [10]]",0.01817495445299959
"[[1, 2, 3], [4, 5, 6], [7], [8, 9, 10]]",0.017693905464967366,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3, 4], [5, 6], [7, 8, 9, 10]]",0.01800837880472456
"[[1, 2, 3], [4, 5, 6], [7, 8], [9, 10]]",0.016977915255456333,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4], [5, 6], [7, 8, 9, 10]]",0.01800837880472456
"[[1, 2, 3], [4, 5, 6], [7, 8, 9], [10]]",0.017693905464967366,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4, 5, 6, 7], [8, 9], [10]]",0.01800837880472456
"[[1, 2, 3], [4, 5, 6, 7], [8], [9, 10]]",0.018008378804724473,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5, 6, 7], [8, 9], [10]]",0.01800837880472456
"[[1, 2, 3], [4, 5, 6, 7], [8, 9], [10]]",0.01800837880472456,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3], [4, 5, 6], [7, 8, 9, 10]]",0.018008378804724556
"[[1, 2, 3], [4, 5, 6, 7, 8], [9], [10]]",0.019307236565228914,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3], [4, 5, 6], [7, 8, 9, 10]]",0.018008378804724556
"[[1, 2, 3, 4], [5], [6], [7, 8, 9, 10]]",0.019038842353992655,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3, 4, 5], [6], [7, 8, 9, 10]]",0.018008378804724546
"[[1, 2, 3, 4], [5], [6, 7], [8, 9, 10]]",0.01800837880472452,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4, 5], [6], [7, 8, 9, 10]]",0.018008378804724546
"[[1, 2, 3, 4], [5], [6, 7, 8], [9, 10]]",0.018008378804724508,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3, 4, 5, 6], [7], [8, 9, 10]]",0.018008378804724542
"[[1, 2, 3, 4], [5], [6, 7, 8, 9], [10]]",0.019038842353992676,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3, 4, 5, 6], [7, 8, 9], [10]]",0.018008378804724542
"[[1, 2, 3, 4], [5, 6], [7], [8, 9, 10]]",0.018008378804724542,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5, 6], [7], [8, 9, 10]]",0.018008378804724542
"[[1, 2, 3, 4], [5, 6], [7, 8], [9, 10]]",0.01729238859521351,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5, 6], [7, 8, 9], [10]]",0.018008378804724542
"[[1, 2, 3, 4], [5, 6], [7, 8, 9], [10]]",0.018008378804724542,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3, 4, 5], [6, 7, 8, 9], [10]]",0.01800837880472453
"[[1, 2, 3, 4], [5, 6, 7], [8], [9, 10]]",0.018008378804724473,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4, 5], [6, 7, 8, 9], [10]]",0.01800837880472453
"[[1, 2, 3, 4], [5, 6, 7], [8, 9], [10]]",0.01800837880472456,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3, 4, 5], [6, 7], [8, 9, 10]]",0.01800837880472452
"[[1, 2, 3, 4], [5, 6, 7, 8], [9], [10]]",0.019038842353992644,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5], [6, 7], [8, 9, 10]]",0.01800837880472452
"[[1, 2, 3, 4, 5], [6], [7], [8, 9, 10]]",0.019307236565228942,0.00021297006535958563,"(3, 3, 3, 3)","[[1], [2, 3, 4, 5], [6, 7, 8], [9, 10]]",0.018008378804724508
"[[1, 2, 3, 4, 5], [6], [7, 8], [9, 10]]",0.01859124635571791,0.00021297006535958563,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5], [6, 7, 8], [9, 10]]",0.018008378804724508
"[[1, 2, 3, 4, 5], [6], [7, 8, 9], [10]]",0.019307236565228945,0.0002129700653594746,"(3, 3, 3, 3)","[[1], [2, 3], [4, 5, 6, 7], [8, 9, 10]]",0.0180083788047245
"[[1, 2, 3, 4, 5], [6, 7], [8], [9, 10]]",0.018591246355717902,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2], [3], [4, 5, 6, 7], [8, 9, 10]]",0.0180083788047245
"[[1, 2, 3, 4, 5], [6, 7], [8, 9], [10]]",0.01859124635571801,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3], [4, 5, 6, 7], [8], [9, 10]]",0.018008378804724473
"[[1, 2, 3, 4, 5], [6, 7, 8], [9], [10]]",0.019307236565228914,0.0002129700653594746,"(3, 3, 3, 3)","[[1, 2, 3, 4], [5, 6, 7], [8], [9, 10]]",0.018008378804724473
